1,98718	0,42661
1,984	0,41422
1,98083	0,40105
1,97767	0,39251
1,97452	0,36942
1,97138	0,35551
1,96825	0,34679
1,96513	0,33268
1,96203	0,31791
1,95893	0,3049
1,95584	0,29004
1,95276	0,27022
1,94969	0,2577
1,94662	0,24541
1,94357	0,23395
1,94053	0,22202
1,9375	0,21019
1,93448	0,19729
1,93146	0,18412
1,92846	0,17361
1,92547	0,1648
1,92248	0,1536
1,9195	0,1467
1,91654	0,13885
1,91358	0,12972
1,91063	0,12111
1,90769	0,1131
1,90476	0,10573
1,90184	0,09869
1,89893	0,08993
1,89602	0,08257
1,89313	0,07612
1,89024	0,07208
1,88737	0,06717
1,8845	0,06221
1,88164	0,05771
1,87879	0,0533
1,87595	0,04911
1,87311	0,04494
1,87029	0,04127
1,86747	0,03786
1,86466	0,03481
1,86186	0,03171
1,85907	0,02818
1,85629	0,02598
1,85351	0,02359
1,85075	0,02173
1,84799	0,01969
1,84524	0,01771
1,8425	0,01592
1,83976	0,0143
1,83704	0,01313
1,83432	0,01213
1,83161	0,011
1,82891	0,00959
1,82622	0,00835
1,82353	0,00743
1,82085	0,0065
1,81818	0,00573
1,81552	0,00498
1,81287	0,00427
1,81022	0,00356
1,80758	0,00333
1,80495	0,00276
1,80233	0,00233
1,79971	0,00191
1,7971	0,00162
1,7945	0,00134
1,79191	0,00106
1,78932	7,94386E-4
1,78674	5,26247E-4
1,78417	2,6137E-4
1,78161	1,2982E-4
1,77905	0
1,7765	0
1,77396	0
1,77143	0
1,7689	0
1,76638	0
1,76387	0
1,76136	0
1,75887	0
1,75637	0
1,75389	0
1,75141	0
1,74894	0
1,74648	0
1,74402	0
1,74157	0
1,73913	0
1,73669	0
1,73427	0
1,73184	0
1,72943	0
1,72702	0
1,72462	0
1,72222	0
1,71983	0
1,71745	0
1,71508	0
1,71271	0
1,71034	0
1,70799	0
1,70564	0
1,7033	0
1,70096	0
1,69863	0
1,69631	0
1,69399	0
1,69168	0
1,68937	0
1,68707	0
1,68478	0
1,6825	0
1,68022	0
1,67794	0
1,67568	0
1,67341	0
1,67116	0
1,66891	0
1,66667	0
1,66443	0
1,6622	0
1,65997	0
1,65775	0
1,65554	0
1,65333	0
1,65113	0
1,64894	0
1,64675	0
1,64456	0
1,64238	0
1,64021	0
1,63804	0
1,63588	0
1,63373	0
1,63158	0
1,62943	0
1,6273	0
1,62516	0
1,62304	0
1,62092	0
1,6188	0
1,61669	0
1,61458	0
1,61248	0
1,61039	0
1,6083	0
1,60622	0
1,60414	0
1,60207	0
1,6	0
1,59794	0
1,59588	0
1,59383	0
1,59178	0
1,58974	0
1,58771	0
1,58568	0
1,58365	0
1,58163	0
1,57962	0
1,57761	0
1,5756	0
1,5736	0
1,57161	0
1,56962	0
1,56764	0
1,56566	0
1,56368	0
1,56171	0
1,55975	0
1,55779	0
1,55583	0
1,55388	0
1,55194	0
1,55	0
1,54806	0
1,54613	0
1,54421	0
1,54229	0
1,54037	0
1,53846	0
1,53656	0
1,53465	0
1,53276	0
1,53086	0
1,52898	0
1,52709	0
1,52522	0
1,52334	0
1,52147	0
1,51961	0
1,51775	0
1,51589	0
1,51404	0
1,5122	0
1,51035	0
1,50852	0
1,50668	0
1,50485	0
1,50303	0
1,50121	0
1,4994	0
1,49758	0
1,49578	0
1,49398	0
1,49218	0
1,49038	0
1,4886	0
1,48681	0
1,48503	0
1,48325	0
1,48148	0
1,47971	0
1,47795	0
1,47619	0
1,47444	0
1,47268	0
1,47094	0
1,46919	0
1,46746	0
1,46572	0
1,46399	0
1,46226	0
1,46054	0
1,45882	0
1,45711	0
1,4554	0
1,45369	0
1,45199	0
1,45029	0
1,4486	0
1,44691	0
1,44522	0
1,44354	0
1,44186	0
1,44019	0
1,43852	0
1,43685	0
1,43519	0
1,43353	0
1,43187	0
1,43022	0
1,42857	0
1,42693	0
1,42529	0
1,42365	0
1,42202	0
1,42039	0
1,41876	0
1,41714	0
1,41553	0
1,41391	0
1,4123	0
1,41069	0
1,40909	0
1,40749	0
1,4059	0
1,4043	0
1,40271	0
1,40113	0
1,39955	0
1,39797	0
1,3964	0
1,39483	0
1,39326	0
1,39169	0
1,39013	0
1,38858	0
1,38702	0
1,38547	0
1,38393	0
1,38239	0
1,38085	0
1,37931	0
1,37778	0
1,37625	0
1,37472	0
1,3732	0
1,37168	0
1,37017	5,32028E-5
1,36865	1,06406E-4
1,36714	1,59608E-4
1,36564	2,12811E-4
1,36414	2,66014E-4
1,36264	3,19217E-4
1,36114	4,25622E-4
1,35965	4,25622E-4
1,35816	5,32028E-4
1,35667	5,85231E-4
1,35519	6,91637E-4
1,35371	7,44839E-4
1,35224	8,51245E-4
1,35076	9,57651E-4
1,34929	0,00106
1,34783	0,00117
1,34636	0,00128
1,3449	0,00138
1,34345	0,00149
1,34199	0,00165
1,34054	0,00176
1,33909	0,00192
1,33765	0,00207
1,33621	0,00218
1,33477	0,00234
1,33333	0,0025
1,3319	0,00271
1,33047	0,00287
1,32905	0,00309
1,32762	0,00325
1,3262	0,00346
1,32479	0,00367
1,32337	0,00394
1,32196	0,0042
1,32055	0,00442
1,31915	0,00463
1,31775	0,00489
1,31635	0,00516
1,31495	0,00543
1,31356	0,0058
1,31217	0,00607
1,31078	0,00638
1,3094	0,0067
1,30802	0,00702
1,30664	0,0074
1,30526	0,00777
1,30389	0,00814
1,30252	0,00851
1,30115	0,00888
1,29979	0,00926
1,29843	0,00963
1,29707	0,01011
1,29572	0,01053
1,29436	0,01101
1,29301	0,01144
1,29167	0,01186
1,29032	0,01234
1,28898	0,01277
1,28764	0,0133
1,28631	0,01378
1,28497	0,01436
1,28364	0,0149
1,28232	0,01538
1,28099	0,01591
1,27967	0,01639
1,27835	0,01692
1,27703	0,01756
1,27572	0,01814
1,27441	0,01883
1,2731	0,01931
1,27179	0,01984
1,27049	0,02043
1,26919	0,02107
1,26789	0,02155
1,2666	0,02203
1,26531	0,02277
1,26402	0,02352
1,26273	0,02399
1,26144	0,02465
1,26016	0,02549
1,25888	0,02649
1,25761	0,02767
1,25633	0,02897
1,25506	0,0302
1,25379	0,03156
1,25253	0,03283
1,25126	0,03391
1,25	0,03511
1,24874	0,03613
1,24748	0,03727
1,24623	0,03843
1,24498	0,03975
1,24373	0,04128
1,24248	0,04287
1,24124	0,04448
1,24	0,04629
1,23876	0,04798
1,23752	0,04969
1,23629	0,05171
1,23506	0,05358
1,23383	0,05501
1,2326	0,05681
1,23138	0,05849
1,23016	0,05999
1,22894	0,06158
1,22772	0,06331
1,22651	0,06543
1,2253	0,06772
1,22409	0,06991
1,22288	0,0724
1,22167	0,07491
1,22047	0,07747
1,21927	0,08011
1,21807	0,08312
1,21688	0,08595
1,21569	0,08917
1,2145	0,09252
1,21331	0,0955
1,21212	0,09871
1,21094	0,10203
1,20976	0,10539
1,20858	0,1094
1,2074	0,11308
1,20623	0,11641
1,20505	0,11963
1,20388	0,12353
1,20272	0,12746
1,20155	0,13136
1,20039	0,13546
1,19923	0,13971
1,19807	0,14319
1,19691	0,14598
1,19576	0,14937
1,19461	0,15251
1,19346	0,15683
1,19231	0,16088
1,19116	0,17172
1,19002	0,18133
1,18888	0,18664
1,18774	0,19121
1,1866	0,19568
1,18547	0,18784
1,18434	0,19048
1,18321	0,19455
1,18208	0,19816
1,18095	0,20247
1,17983	0,20647
1,17871	0,21006
1,17759	0,21454
1,17647	0,21994
1,17536	0,22545
1,17424	0,23101
1,17313	0,23705
1,17202	0,24239
1,17092	0,24667
1,16981	0,2508
1,16871	0,25487
1,16761	0,25908
1,16651	0,26474
1,16541	0,27101
1,16432	0,27737
1,16323	0,28315
1,16214	0,28917
1,16105	0,29507
1,15996	0,29925
1,15888	0,3037
1,1578	0,30816
1,15672	0,31356
1,15564	0,32094
1,15456	0,32721
1,15349	0,33159
1,15242	0,33473
1,15135	0,33921
1,15028	0,34465
1,14921	0,3491
1,14815	0,35386
1,14709	0,3622
1,14603	0,37013
1,14497	0,37598
1,14391	0,37875
1,14286	0,37951
1,1418	0,38509
1,14075	0,39024
1,13971	0,39767
1,13866	0,4031
1,13761	0,40877
1,13657	0,41682
1,13553	0,4264
1,13449	0,43522
1,13346	0,44262
1,13242	0,45013
1,13139	0,45906
1,13036	0,46813
1,12933	1
1,1283	1
1,12727	1
